
TERMSOURCEKEY	COURSEID 	CLASSNUMBER	TERM       	SUBJECTDESCRIPTIONSOURCEKEY	DESCR                                             	FACILITYTYPE 	EXAMDT     	EXAMSTARTTIME	EXAMENDTIME	EXAMTIMECODE	ROOMCAPACITY	ENROLLTOTAL	COURSE
2119         	018902   	      23967	Fall 2011  	CHE                        	Nsc 218                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        379	General Chemistry
2119         	018902   	      23967	Fall 2011  	CHE                        	Nsc 220                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	        379	General Chemistry
2119         	018902   	      23967	Fall 2011  	CHE                        	Nsc 222                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        379	General Chemistry
2119         	018902   	      23967	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         385	        379	General Chemistry
2119         	018902   	      23967	Fall 2011  	CHE                        	Nsc 228                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        379	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         220	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Hoch 114                                          	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         180	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         454	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         340	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         250	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 205                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 210                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 215                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         150	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 218                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 220                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 222                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         385	        309	General Chemistry
2119         	018902   	      24110	Fall 2011  	CHE                        	Nsc 228                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        309	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         220	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Hoch 114                                          	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         180	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         454	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         340	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         250	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 205                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 210                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 215                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         150	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 218                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 220                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 222                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         385	        378	General Chemistry
2119         	018902   	      24637	Fall 2011  	CHE                        	Nsc 228                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	        378	General Chemistry
2119         	018903   	      24270	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         220	        185	General Chemistry
2119         	018903   	      24270	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         250	        185	General Chemistry
2119         	018903   	      24270	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         385	        185	General Chemistry
2119         	018904   	      27923	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         220	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Hoch 114                                          	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         180	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         454	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         340	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         250	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 210                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 215                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         150	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 218                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 220                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 222                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         385	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	Nsc 228                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          4	General Chemistry Lecture
2119         	018904   	      27923	Fall 2011  	CHE                        	R25 Needs Assignment                              	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	           0	          4	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         220	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Hoch 114                                          	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         180	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         454	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         340	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         250	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 210                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 215                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         150	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 218                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 220                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 222                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         385	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	Nsc 228                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          3	General Chemistry Lecture
2119         	018904   	      29638	Fall 2011  	CHE                        	R25 Needs Assignment                              	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	           0	          3	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         220	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Hoch 114                                          	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         180	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         454	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         340	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         250	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 210                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 215                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         150	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 218                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 220                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 222                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         385	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	Nsc 228                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          5	General Chemistry Lecture
2119         	018904   	      30795	Fall 2011  	CHE                        	R25 Needs Assignment                              	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	           0	          5	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         220	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Hoch 114                                          	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         180	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         454	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         340	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         250	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 210                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 215                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         150	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 218                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 220                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          96	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 222                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	         385	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	Nsc 228                                           	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	          97	          4	General Chemistry Lecture
2119         	018904   	      35086	Fall 2011  	CHE                        	R25 Needs Assignment                              	LCTR         	17-DEC-2011	08:00        	11:00      	S9          	           0	          4	General Chemistry Lecture
2119         	018905   	      30198	Fall 2011  	CHE                        	Cooke 121                                         	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         220	         10	General Chemistry Lecture
2119         	018905   	      30198	Fall 2011  	CHE                        	Nsc 201                                           	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         250	         10	General Chemistry Lecture
2119         	018905   	      30198	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         385	         10	General Chemistry Lecture
2119         	018908   	      23554	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         454	        285	Organic Chemistry I
2119         	018908   	      23554	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         340	        285	Organic Chemistry I
2119         	018908   	      23554	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         385	        285	Organic Chemistry I
2119         	018908   	      23904	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         454	        288	Organic Chemistry I
2119         	018908   	      23904	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         340	        288	Organic Chemistry I
2119         	018908   	      23904	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         385	        288	Organic Chemistry I
2119         	018908   	      24167	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         454	        270	Organic Chemistry I
2119         	018908   	      24167	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         340	        270	Organic Chemistry I
2119         	018908   	      24167	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         385	        270	Organic Chemistry I
2119         	018910   	      29639	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         454	         23	Organic Chem Lec Only
2119         	018910   	      29639	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         340	         23	Organic Chem Lec Only
2119         	018910   	      29639	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         385	         23	Organic Chem Lec Only
2119         	018910   	      29706	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         454	         21	Organic Chem Lec Only
2119         	018910   	      29706	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         340	         21	Organic Chem Lec Only
2119         	018910   	      29706	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         385	         21	Organic Chem Lec Only
2119         	018910   	      30827	Fall 2011  	CHE                        	Knox 20                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         454	         22	Organic Chem Lec Only
2119         	018910   	      30827	Fall 2011  	CHE                        	Norton 112                                        	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         340	         22	Organic Chem Lec Only
2119         	018910   	      30827	Fall 2011  	CHE                        	Nsc 225                                           	LCTR         	17-DEC-2011	15:30        	18:30      	S12         	         385	         22	Organic Chem Lec Only
2119         	018928   	      31039	Fall 2011  	CHE                        	Obrian 109                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          80	          2	Physical Chemistry
2119         	018928   	      31039	Fall 2011  	CHE                        	Obrian 209                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          40	          2	Physical Chemistry
2119         	018930   	      33159	Fall 2011  	CHE                        	Obrian 109                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          80	         16	Physical Chemistry
2119         	018930   	      33159	Fall 2011  	CHE                        	Obrian 209                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          40	         16	Physical Chemistry
2119         	018934   	      37238	Fall 2011  	CHE                        	Obrian 209                                        	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	          40	         10	Adv Organic Chem Topics
2119         	018934   	      37238	Fall 2011  	CHE                        	Obrian 210                                        	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	          46	         10	Adv Organic Chem Topics
2119         	018940   	      32139	Fall 2011  	ENG                        	Talbrt 103                                        	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          40	         33	Bible As Lit
2119         	018949   	      24420	Fall 2011  	ARC                        	Wende 114                                         	LCTR         	12-DEC-2011	15:30        	18:30      	MF14        	         138	         65	Structures 2
2119         	018961   	      34102	Fall 2011  	PHY                        	Frnczk 341                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MWF12       	           4	          2	Electricity & Magnetism 1
2119         	018963   	      27785	Fall 2011  	PHY                        	Nsc 222                                           	LCTR         	12-DEC-2011	19:15        	22:15      	MWF17       	          97	         12	Computational Physics 1
2119         	018965   	      29033	Fall 2011  	PHY                        	Bell 337                                          	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          38	          4	High Perform Computing 1
2119         	018973   	      36019	Fall 2011  	STA                        	Dfn 203                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         101	          9	Intro Medical Statistics
2119         	018981   	      24593	Fall 2011  	GEO                        	Filmor 352                                        	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          32	         22	Remote Sensing
2119         	018996   	      26889	Fall 2011  	STA                        	Dfn 203                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         101	         52	Intro Medical Statistics
2119         	019008   	      31995	Fall 2011  	GLY                        	Cooke 121                                         	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	         220	        114	Ecology
2119         	019011   	      30708	Fall 2011  	LIN                        	Capen 262                                         	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          58	          8	Syntax 1
2119         	019014   	      35646	Fall 2011  	LIN                        	Baldy 684                                         	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          39	          8	Phonetics
2119         	019039   	      24407	Fall 2011  	MT                         	Kimbal 111                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MW9         	          80	         38	Biomolec Tech & Diag Lec
2119         	019051   	      34154	Fall 2011  	GLY                        	Cooke 434                                         	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          50	         28	Hydrogeology
2119         	019059   	      37180	Fall 2011  	GLY                        	Cooke 434                                         	LCTR         	15-DEC-2011	15:30        	18:30      	T15         	          50	         17	Aqueous Geochemistry
2119         	019070   	      27993	Fall 2011  	GGS                        	Frnczk 454                                        	LCTR         	15-DEC-2011	15:30        	18:30      	T15         	          59	          0	Special Topics
2119         	019073   	      24514	Fall 2011  	PHC                        	Hoch 114                                          	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         180	         18	Pharmacy Calculations
2119         	019077   	      23800	Fall 2011  	PHC                        	Hoch 114                                          	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	         180	         13	Intro Pharmacokin Bioph 1
2119         	019085   	      27079	Fall 2011  	MT                         	Dfn 02                                            	LCTR         	15-DEC-2011	08:00        	11:00      	            	         110	         39	Intro to Medical Genetics
2119         	019088   	      32936	Fall 2011  	MT                         	Kimbal 125                                        	LCTR         	14-DEC-2011	11:45        	14:45      	            	         120	          0	Clinical Immunology
2119         	019090   	      24665	Fall 2011  	MT                         	Kimbal 111                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MW9         	          80	          5	Biomol Tech and Diag
2119         	019094   	      25964	Fall 2011  	MT                         	Dfn 02                                            	LCTR         	15-DEC-2011	08:00        	11:00      	            	         110	          5	Intro to Medical Genetics
2119         	019101   	      33906	Fall 2011  	HIS                        	Frnczk 454                                        	LCTR         	15-DEC-2011	15:30        	18:30      	T15         	          59	          5	Black Women in US History
2119         	019105   	      34123	Fall 2011  	PHC                        	Hoch 114                                          	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	         180	        125	Intro Pharmkin-Pharmdyn 1
2119         	019108   	      23737	Fall 2011  	PHM                        	Hoch 114                                          	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         180	        125	Pharm Calculations
2119         	019109   	      29763	Fall 2011  	BIO                        	Nsc 205                                           	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          97	         35	Neurobiology
2119         	019117   	      29951	Fall 2011  	PMY                        	Dfn 148                                           	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	         228	         56	Essentials of Pharmacology I
2119         	019131   	      28626	Fall 2011  	ES                         	Dfn 146                                           	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	         225	         72	Hlth Promo Prev&Wellness
2119         	019136   	      31754	Fall 2011  	ES                         	Dfn 146                                           	LCTR         	13-DEC-2011	08:00        	11:00      	TR8         	         225	        128	Neuroscience 1
2119         	019139   	      38323	Fall 2011  	PMY                        	Dfn 148                                           	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	         228	        122	Principle of Pharmacology I
2119         	019141   	      28522	Fall 2011  	LAW                        	Alfier 103                                        	LCTR         	16-DEC-2011	11:45        	14:45      	F13         	          43	          3	M&A Strategy & Financing
2119         	019159   	      26659	Fall 2011  	MTH                        	Math 122                                          	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	          35	         14	Topology
2119         	019169   	      35253	Fall 2011  	SSC                        	Talbrt 107                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MWF12       	         100	          9	Intro to Internat Politics
2119         	019175   	      33405	Fall 2011  	MTH                        	Bell 337                                          	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          38	          3	High Perform Computing 1
2119         	019185   	      32017	Fall 2011  	LIN                        	Capen 262                                         	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          58	         14	Syntax 1
2119         	019188   	      36510	Fall 2011  	LIN                        	Baldy 684                                         	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          39	         21	Phonetics
2119         	019201   	      30105	Fall 2011  	SSC                        	Alumni 97                                         	LCTR         	14-DEC-2011	15:30        	18:30      	MWF15       	         100	          3	Cases in Civil Liberties
2119         	019203   	      26153	Fall 2011  	SSC                        	Nsc 220                                           	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          96	          8	Constitutional Law
2119         	019212   	      35666	Fall 2011  	HIS                        	Clemen 123                                        	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          22	          5	Special Topics
2119         	019251   	      32148	Fall 2011  	GLY                        	Cooke 434                                         	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          50	         10	Hydrogeology
2119         	019262   	      34479	Fall 2011  	GGS                        	Frnczk 454                                        	LCTR         	15-DEC-2011	15:30        	18:30      	T15         	          59	          0	Special Topics
2119         	019269   	      27205	Fall 2011  	PSC                        	Talbrt 107                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MWF12       	         100	         85	Intro Internat Politics
2119         	019270   	      38232	Fall 2011  	PSC                        	Talbrt 107                                        	LCTR         	16-DEC-2011	15:30        	18:30      	W16         	         100	         47	Law & Political Process
2119         	019273   	      30735	Fall 2011  	PSC                        	Alumni 97                                         	LCTR         	14-DEC-2011	15:30        	18:30      	MWF15       	         100	         54	Cases in Civil Liberties
2119         	019275   	      30755	Fall 2011  	PSC                        	Nsc 220                                           	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          96	         89	Constitutional Law
2119         	019276   	      38304	Fall 2011  	PSC                        	Cooke 121                                         	LCTR         	16-DEC-2011	19:15        	22:15      	MW19        	         220	         46	Legislative Politics
2119         	019278   	      28211	Fall 2011  	PSC                        	Clemen 322                                        	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	          63	         44	Public Policy Making
2119         	019281   	      30289	Fall 2011  	PHI                        	Clemen 06                                         	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	          45	         11	Medical Ethics: Values in Med
2119         	019284   	      29421	Fall 2011  	MGS                        	Alfier 104                                        	LCTR         	13-DEC-2011	08:00        	11:00      	TR8         	          80	         54	Tech & Innovation Mgmt
2119         	019290   	      37183	Fall 2011  	GLY                        	Cooke 434                                         	LCTR         	15-DEC-2011	15:30        	18:30      	T15         	          50	         12	Aqueous Geochemistry
2119         	019310   	      36436	Fall 2011  	ES                         	Dfn 146                                           	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	         225	         21	Health Promotion
2119         	019322   	      31669	Fall 2011  	MGO                        	Alfier 103                                        	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	          43	         10	Intl Strategic Management
2119         	019326   	      24694	Fall 2011  	MGA                        	Obrian 109                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MWF12       	          80	         10	Fin Analysis & Reporting
2119         	019326   	      24755	Fall 2011  	MGA                        	Nsc 225                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         385	         41	Fin Analysis & Reporting
2119         	019326   	      32480	Fall 2011  	MGA                        	Nsc 225                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         385	         40	Fin Analysis & Reporting
2119         	019326   	      34475	Fall 2011  	MGA                        	Alfier 102                                        	LCTR         	13-DEC-2011	19:15        	22:15      	T17         	          84	         63	Fin Analysis & Reporting
2119         	019343   	      26335	Fall 2011  	PHM                        	Norton 218                                        	LCTR         	12-DEC-2011	15:30        	18:30      	MWF14       	          60	         46	Pharmacy Management
2119         	019359   	      28703	Fall 2011  	PGY                        	Dfn 146                                           	LCTR         	16-DEC-2011	11:45        	14:45      	MWF13       	         225	        431	Human Physiology
