
TERMSOURCEKEY	COURSEID 	CLASSNUMBER	TERM       	SUBJECTDESCRIPTIONSOURCEKEY	DESCR                                             	FACILITYTYPE 	EXAMDT     	EXAMSTARTTIME	EXAMENDTIME	EXAMTIMECODE	ROOMCAPACITY	ENROLLTOTAL	COURSE
-------------	---------	-----------	-----------	---------------------------	--------------------------------------------------	-------------	-----------	-------------	-----------	------------	------------	-----------	--------------------------------------------------
2111         	007269   	      19651	Spring 2011	EE                         	Clemen 04                                         	LCTR         	05-MAY-2011	11:45        	14:45      	TR11        	          45	         28	Princ Infor Theory & Cod
2119         	000076   	      27858	Fall 2011  	MGB                        	Nsc 201                                           	LCTR         	19-DEC-2011	11:45        	14:45      	TW13        	         250	         28	Behav & Organ Concepts
2119         	000076   	      31749	Fall 2011  	MGB                        	Baldy 112                                         	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	          20	          0	Behav & Organ Concepts
2119         	000076   	      34045	Fall 2011  	MGB                        	Nsc 201                                           	LCTR         	19-DEC-2011	11:45        	14:45      	TW13        	         250	         28	Behav & Organ Concepts
2119         	000076   	      35334	Fall 2011  	MGB                        	Alfier 102                                        	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	          84	         61	Behav & Organ Concepts
2119         	000076   	      35737	Fall 2011  	MGB                        	Nsc 201                                           	LCTR         	19-DEC-2011	11:45        	14:45      	TW13        	         250	         26	Behav & Organ Concepts
2119         	000313   	      27014	Fall 2011  	MGE                        	Nsc 201                                           	LCTR         	12-DEC-2011	19:15        	22:15      	            	         250	         48	Applied Economics
2119         	000313   	      27014	Fall 2011  	MGE                        	Nsc 215                                           	LCTR         	12-DEC-2011	19:15        	22:15      	            	         150	         48	Applied Economics
2119         	000313   	      27014	Fall 2011  	MGE                        	Nsc 225                                           	LCTR         	12-DEC-2011	19:15        	22:15      	            	         385	         48	Applied Economics
2119         	000313   	      30828	Fall 2011  	MGE                        	Nsc 201                                           	LCTR         	12-DEC-2011	19:15        	22:15      	            	         250	        232	Applied Economics
2119         	000313   	      30828	Fall 2011  	MGE                        	Nsc 215                                           	LCTR         	12-DEC-2011	19:15        	22:15      	            	         150	        232	Applied Economics
2119         	000313   	      30828	Fall 2011  	MGE                        	Nsc 225                                           	LCTR         	12-DEC-2011	19:15        	22:15      	            	         385	        232	Applied Economics
2119         	000318   	      26949	Fall 2011  	MGE                        	Nsc 215                                           	LCTR         	19-DEC-2011	15:30        	18:30      	RF16        	         150	         34	Economics for Managers
2119         	000318   	      27445	Fall 2011  	MGE                        	Alfier 104                                        	LCTR         	16-DEC-2011	11:45        	14:45      	F13         	          80	         25	Economics for Managers
2119         	000318   	      31707	Fall 2011  	MGE                        	Nsc 215                                           	LCTR         	19-DEC-2011	15:30        	18:30      	RF16        	         150	         56	Economics for Managers
2119         	000319   	      34827	Fall 2011  	MGE                        	Alfier 104                                        	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	          80	         63	Global Econ & Bus Firm
2119         	000319   	      35697	Fall 2011  	MGE                        	Jacobs 214                                        	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          40	         21	Global Econ & Bus Firm
2119         	000339   	      28371	Fall 2011  	MGT                        	Obrian 112                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          98	         50	Public Policy, Law & Mgmt
2119         	000339   	      28371	Fall 2011  	MGT                        	Talbrt 107                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	         100	         50	Public Policy, Law & Mgmt
2119         	000339   	      31767	Fall 2011  	MGT                        	Obrian 112                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          98	         51	Public Policy, Law & Mgmt
2119         	000339   	      31767	Fall 2011  	MGT                        	Talbrt 107                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	         100	         51	Public Policy, Law & Mgmt
2119         	000339   	      33582	Fall 2011  	MGT                        	Capen 262                                         	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          58	         53	Public Policy, Law & Mgmt
2119         	000339   	      34539	Fall 2011  	MGT                        	Obrian 112                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          98	         51	Public Policy, Law & Mgmt
2119         	000339   	      34539	Fall 2011  	MGT                        	Talbrt 107                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	         100	         51	Public Policy, Law & Mgmt
2119         	000339   	      37322	Fall 2011  	MGT                        	Jacobs 112                                        	LCTR         	12-DEC-2011	19:15        	22:15      	M17         	          55	         51	Public Policy, Law & Mgmt
2119         	000340   	      26948	Fall 2011  	MGT                        	Clark Arr                                         	LCTR         	16-DEC-2011	08:00        	11:00      	MWF10       	           0	         40	Business Law
2119         	000340   	      28365	Fall 2011  	MGT                        	Clark Arr                                         	LCTR         	16-DEC-2011	08:00        	11:00      	MWF10       	           0	         26	Business Law
2119         	000340   	      32809	Fall 2011  	MGT                        	Clark Arr                                         	LCTR         	16-DEC-2011	08:00        	11:00      	MWF10       	           0	         31	Business Law
2119         	000352   	      32313	Fall 2011  	MGT                        	Jacobs 110                                        	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	          85	         56	Gov, the Law, and the Firm
2119         	000378   	      24631	Fall 2011  	MGS                        	Alfier 102                                        	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	          84	         59	Applied Business Prgming
2119         	000382   	      26946	Fall 2011  	MGS                        	Jacobs 106                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MW9         	          55	         54	Telecommunications Techn
2119         	000384   	      26934	Fall 2011  	MGS                        	Jacobs 106                                        	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	          55	         52	Database Management Syst
2119         	000929   	      36250	Fall 2011  	PD                         	Dfn 103                                           	LCTR         	12-DEC-2011	08:00        	11:00      	M8          	          48	         12	Envir Plng Meth
2119         	000933   	      23966	Fall 2011  	ECO                        	Norton 218                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          60	         33	Econometrics 1
2119         	000933   	      24453	Fall 2011  	ECO                        	Nsc 228                                           	LCTR         	12-DEC-2011	15:30        	18:30      	MWF14       	          97	          6	Econometrics 1
2119         	001010   	      30244	Fall 2011  	MCH                        	Nsc 205                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          97	         36	Drug Discovery Principles
2119         	001010   	      30244	Fall 2011  	MCH                        	Nsc 215                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         150	         36	Drug Discovery Principles
2119         	001010   	      30244	Fall 2011  	MCH                        	Nsc 216                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          97	         36	Drug Discovery Principles
2119         	001010   	      30244	Fall 2011  	MCH                        	Obrian 212                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          46	         36	Drug Discovery Principles
2119         	001010   	      33150	Fall 2011  	MCH                        	Nsc 205                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          97	        126	Drug Discovery Principles
2119         	001010   	      33150	Fall 2011  	MCH                        	Nsc 215                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         150	        126	Drug Discovery Principles
2119         	001010   	      33150	Fall 2011  	MCH                        	Nsc 216                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          97	        126	Drug Discovery Principles
2119         	001010   	      33150	Fall 2011  	MCH                        	Obrian 212                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          46	        126	Drug Discovery Principles
2119         	001021   	      27127	Fall 2011  	MCH                        	Obrian 109                                        	LCTR         	13-DEC-2011	08:00        	11:00      	TR8         	          80	         10	Drug Discovery Principles
2119         	001178   	      26883	Fall 2011  	PD                         	Dfn 203                                           	LCTR         	15-DEC-2011	08:00        	11:00      	T9          	         101	         26	Real Estate Development Fundam
2119         	001223   	      38226	Fall 2011  	PD                         	Crosby 301                                        	LCTR         	13-DEC-2011	19:15        	22:15      	R17         	         108	         32	Evolution of Urban Struct
2119         	001224   	      36487	Fall 2011  	ECO                        	Clemen 04                                         	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          45	         12	Urban Economics
2119         	001228   	      26398	Fall 2011  	ECO                        	Clemen 17                                         	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	          45	         23	Financial Economics 1
2119         	001228   	      28204	Fall 2011  	ECO                        	Nsc 220                                           	LCTR         	15-DEC-2011	19:15        	22:15      	TR18        	          96	         40	Financial Economics 1
2119         	001229   	      35707	Fall 2011  	ECO                        	Park 148                                          	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          24	         11	Financial Economics 2
2119         	001236   	      30264	Fall 2011  	ECO                        	Baldy 108                                         	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	          44	         39	Econometrics 1
2119         	001236   	      31845	Fall 2011  	ECO                        	Nsc 228                                           	LCTR         	12-DEC-2011	15:30        	18:30      	MWF14       	          97	         50	Econometrics 1
2119         	001240   	      26418	Fall 2011  	ECO                        	Nsc 205                                           	LCTR         	13-DEC-2011	19:15        	22:15      	TR17        	          97	         26	Pract in Fin Econ 1
2119         	001243   	      33322	Fall 2011  	ECO                        	Talbrt 103                                        	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	          40	         39	Econ of Risk Management
2119         	001247   	      35902	Fall 2011  	ECO                        	Frnczk 424                                        	LCTR         	12-DEC-2011	15:30        	18:30      	MW14        	          20	         14	Macroeconomic Theory 1
2119         	001249   	      31764	Fall 2011  	ECO                        	Frnczk 424                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          20	         18	Math for Economists 1
2119         	001251   	      30082	Fall 2011  	ECO                        	Frnczk 424                                        	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	          20	         12	Intro to Econometrics
2119         	001253   	      30666	Fall 2011  	ECO                        	Frnczk 424                                        	LCTR         	12-DEC-2011	11:45        	14:45      	MW11        	          20	         17	Microeconomic Theory 1
2119         	001264   	      38319	Fall 2011  	ECO                        	Frnczk 424                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MW12        	          20	         10	Economic Development
2119         	001294   	      37195	Fall 2011  	GEO                        	Filmor 170                                        	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	         250	         63	World Regions & Issues
2119         	001295   	      30575	Fall 2011  	GEO                        	Filmor 170                                        	LCTR         	16-DEC-2011	08:00        	11:00      	MWF10       	         250	        225	Earth Systems Science
2119         	001297   	      29220	Fall 2011  	GEO                        	Filmor 170                                        	LCTR         	13-DEC-2011	19:15        	22:15      	TR17        	         250	         92	Global Econ Geographies
2119         	001298   	      23786	Fall 2011  	GEO                        	Filmor 170                                        	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         250	        163	Global Climate Change
2119         	001308   	      35904	Fall 2011  	GEO                        	Filmor 170                                        	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	         250	         56	Disasters:Study of Hazard
2119         	001432   	      24941	Fall 2011  	SSC                        	Talbrt 115                                        	LCTR         	19-DEC-2011	19:15        	22:15      	R19         	          49	         45	Child Mental Health
2119         	001463   	      26076	Fall 2011  	APY                        	Filmor 355                                        	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	          66	         66	Intro to Anthropology
2119         	001464   	      32909	Fall 2011  	APY                        	Filmor 170                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         250	        131	Intro:Cultural Anthropology
2119         	001465   	      24799	Fall 2011  	APY                        	Filmor 355                                        	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          66	         66	Intro to Physical APY
2119         	001492   	      37397	Fall 2011  	APY                        	Filmor 355                                        	LCTR         	16-DEC-2011	08:00        	11:00      	MWF10       	          66	         62	Anthropology and Film
2119         	001537   	      25809	Fall 2011  	PD                         	Crosby 301                                        	LCTR         	13-DEC-2011	11:45        	14:45      	T11         	         108	         14	Research Methods in Plng
2119         	001644   	      32463	Fall 2011  	MGS                        	Jacobs 214                                        	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	          40	         18	Globl Info Tech Infra Mgt
2119         	001644   	      35333	Fall 2011  	MGS                        	Jacobs 214                                        	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	          40	          0	Globl Info Tech Infra Mgt
2119         	001649   	      26945	Fall 2011  	MGS                        	Jacobs 214                                        	LCTR         	16-DEC-2011	08:00        	11:00      	MW10        	          40	         17	Management of GDS
2119         	001650   	      27877	Fall 2011  	MGS                        	Jacobs 214                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MW12        	          40	         17	Database Mgt Systems
2119         	001669   	      34066	Fall 2011  	MGS                        	Alfier 104                                        	LCTR         	12-DEC-2011	19:15        	22:15      	M17         	          80	         46	Information Assurance
2119         	001672   	      26972	Fall 2011  	MGS                        	Jacobs 106                                        	LCTR         	16-DEC-2011	08:00        	11:00      	F10         	          55	         49	Distributed Computing
2119         	001684   	      25589	Fall 2011  	MGO                        	Knox 20                                           	LCTR         	15-DEC-2011	15:30        	18:30      	R15         	         454	        261	Productn & Operatns Mgmt
2119         	001684   	      25589	Fall 2011  	MGO                        	Norton 112                                        	LCTR         	15-DEC-2011	15:30        	18:30      	R15         	         340	        261	Productn & Operatns Mgmt
2119         	001684   	      25589	Fall 2011  	MGO                        	Nsc 201                                           	LCTR         	15-DEC-2011	15:30        	18:30      	R15         	         250	        261	Productn & Operatns Mgmt
2119         	001684   	      35590	Fall 2011  	MGO                        	Knox 20                                           	LCTR         	15-DEC-2011	15:30        	18:30      	R15         	         454	         54	Productn & Operatns Mgmt
2119         	001684   	      35590	Fall 2011  	MGO                        	Norton 112                                        	LCTR         	15-DEC-2011	15:30        	18:30      	R15         	         340	         54	Productn & Operatns Mgmt
2119         	001684   	      35590	Fall 2011  	MGO                        	Nsc 201                                           	LCTR         	15-DEC-2011	15:30        	18:30      	R15         	         250	         54	Productn & Operatns Mgmt
2119         	001686   	      37933	Fall 2011  	MGO                        	Alfier 104                                        	LCTR         	12-DEC-2011	15:30        	18:30      	            	          80	         55	Service Opns Management
2119         	001688   	      26894	Fall 2011  	MGO                        	Jacobs 112                                        	LCTR         	13-DEC-2011	15:30        	18:30      	TR14        	          55	         46	Fund of Strategic Mgt
2119         	001688   	      26897	Fall 2011  	MGO                        	Nsc 222                                           	LCTR         	13-DEC-2011	08:00        	11:00      	TR8         	          97	         45	Fund of Strategic Mgt
2119         	001688   	      29413	Fall 2011  	MGO                        	Knox 14                                           	LCTR         	19-DEC-2011	11:45        	14:45      	TR13        	          71	         46	Fund of Strategic Mgt
2119         	001688   	      29602	Fall 2011  	MGO                        	Alfier 102                                        	LCTR         	15-DEC-2011	19:15        	22:15      	R18         	          84	         45	Fund of Strategic Mgt
2119         	001688   	      35717	Fall 2011  	MGO                        	Knox 14                                           	LCTR         	19-DEC-2011	11:45        	14:45      	TR13        	          71	         45	Fund of Strategic Mgt
2119         	001688   	      38238	Fall 2011  	MGO                        	Alfier 102                                        	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	          84	         45	Fund of Strategic Mgt
2119         	001692   	      31687	Fall 2011  	MGO                        	Jacobs 214                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          40	          5	Econ Methods for Mgmt 1
2119         	001692   	      34394	Fall 2011  	MGO                        	Jacobs 214                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          40	          0	Econ Methods for Mgmt 1
2119         	001697   	      24738	Fall 2011  	MGO                        	Alfier 102                                        	LCTR         	16-DEC-2011	15:30        	18:30      	F16         	          84	         26	Operations & Service Mgmt
2119         	001698   	      32699	Fall 2011  	MGO                        	Jacobs 214                                        	LCTR         	12-DEC-2011	15:30        	18:30      	MW14        	          40	         21	Productn & Inventn Planng
2119         	001698   	      33736	Fall 2011  	MGO                        	Jacobs 214                                        	LCTR         	12-DEC-2011	15:30        	18:30      	MW14        	          40	          0	Productn & Inventn Planng
2119         	001701   	      27259	Fall 2011  	MGO                        	Baldy 112                                         	LCTR         	15-DEC-2011	19:15        	22:15      	R18         	          20	          3	Project Management
2119         	001701   	      35573	Fall 2011  	MGO                        	Alfier 104                                        	LCTR         	15-DEC-2011	19:15        	22:15      	R18         	          80	         31	Project Management
2119         	001702   	      31686	Fall 2011  	MGO                        	Jacobs 106                                        	LCTR         	12-DEC-2011	19:15        	22:15      	MW17        	          55	         40	Supply Chn: Dsgn,Mdlg,Opt
2119         	001702   	      35243	Fall 2011  	MGO                        	Jacobs 106                                        	LCTR         	12-DEC-2011	19:15        	22:15      	MW17        	          55	          0	Supply Chn: Dsgn,Mdlg,Opt
2119         	001705   	      32329	Fall 2011  	MGO                        	Jacobs 110                                        	LCTR         	13-DEC-2011	19:15        	22:15      	T17         	          85	         60	Strategic Management
2119         	001705   	      37879	Fall 2011  	MGO                        	Baldy 106                                         	LCTR         	15-DEC-2011	19:15        	22:15      	T18         	          20	          3	Strategic Management
2119         	001817   	      33367	Fall 2011  	CDS                        	Kimbal 125                                        	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	         120	        100	Intro Sp-Lang Path & Aud
2119         	001897   	      35979	Fall 2011  	CDS                        	Kimbal 126                                        	LCTR         	12-DEC-2011	19:15        	22:15      	W17         	          45	          8	Advanced Hearing Science
2119         	001903   	      27141	Fall 2011  	CDS                        	Kimbal 126                                        	LCTR         	13-DEC-2011	19:15        	22:15      	T17         	          45	          8	Diagnostic Audiology 1
2119         	001909   	      28502	Fall 2011  	CDS                        	Dfn 207                                           	LCTR         	13-DEC-2011	19:15        	22:15      	R17         	          32	         10	Hearing AIDS 2
2119         	001913   	      37639	Fall 2011  	CDS                        	Dfn 202                                           	LCTR         	14-DEC-2011	11:45        	14:45      	W12         	          50	         29	Comm Disord Cleft Palate
2119         	001914   	      36208	Fall 2011  	CDS                        	Dfn 205                                           	LCTR         	13-DEC-2011	19:15        	22:15      	T17         	          48	         24	Lang Disorders in Childrn
2119         	002032   	      24450	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	12-DEC-2011	15:30        	18:30      	MW14        	         454	        317	Intro to Financial Accounting
2119         	002032   	      24450	Fall 2011  	MGA                        	Norton 112                                        	LCTR         	12-DEC-2011	15:30        	18:30      	MW14        	         340	        317	Intro to Financial Accounting
2119         	002032   	      24536	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	12-DEC-2011	15:30        	18:30      	MW14        	         454	        399	Intro to Financial Accounting
2119         	002032   	      24536	Fall 2011  	MGA                        	Norton 112                                        	LCTR         	12-DEC-2011	15:30        	18:30      	MW14        	         340	        399	Intro to Financial Accounting
2119         	002033   	      24625	Fall 2011  	MGA                        	Knox 04                                           	LCTR         	14-DEC-2011	11:45        	14:45      	MW12        	          71	        170	Intro to Management Accounting
2119         	002033   	      24625	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	14-DEC-2011	11:45        	14:45      	MW12        	         454	        170	Intro to Management Accounting
2119         	002033   	      37866	Fall 2011  	MGA                        	Knox 04                                           	LCTR         	14-DEC-2011	11:45        	14:45      	MW12        	          71	         25	Intro to Management Accounting
2119         	002033   	      37866	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	14-DEC-2011	11:45        	14:45      	MW12        	         454	         25	Intro to Management Accounting
2119         	002035   	      23852	Fall 2011  	MGA                        	Clark Arr                                         	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	           0	         43	Inter Financial Acctg I
2119         	002035   	      23978	Fall 2011  	MGA                        	Clark Arr                                         	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	           0	         38	Inter Financial Acctg I
2119         	002035   	      24396	Fall 2011  	MGA                        	Clark Arr                                         	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	           0	         41	Inter Financial Acctg I
2119         	002035   	      24405	Fall 2011  	MGA                        	Clark Arr                                         	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	           0	         36	Inter Financial Acctg I
2119         	002039   	      30220	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         454	         55	Fin Reporting & Analysis
2119         	002039   	      32774	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         454	         55	Fin Reporting & Analysis
2119         	002043   	      27855	Fall 2011  	MGA                        	Hoch 114                                          	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	         180	         39	Auditing
2119         	002043   	      29092	Fall 2011  	MGA                        	Hoch 114                                          	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	         180	         39	Auditing
2119         	002043   	      34068	Fall 2011  	MGA                        	Hoch 114                                          	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	         180	         38	Auditing
2119         	002044   	      28362	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	         454	         40	Intro to Federal Income Taxes
2119         	002044   	      34528	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	         454	         37	Intro to Federal Income Taxes
2119         	002044   	      35718	Fall 2011  	MGA                        	Knox 20                                           	LCTR         	14-DEC-2011	15:30        	18:30      	MW15        	         454	         35	Intro to Federal Income Taxes
2119         	002045   	      32715	Fall 2011  	MGA                        	Jacobs 106                                        	LCTR         	15-DEC-2011	11:45        	14:45      	TR12        	          55	         36	Advanced Financial Accounting
2119         	002058   	      29414	Fall 2011  	MGA                        	Baldy 106                                         	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	          20	          0	Advanced Financial Reporting
2119         	002063   	      24754	Fall 2011  	MGA                        	Nsc 215                                           	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	         150	         33	Taxation of Business Entities
2119         	002063   	      24754	Fall 2011  	MGA                        	Nsc 216                                           	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	          97	         33	Taxation of Business Entities
2119         	002063   	      37417	Fall 2011  	MGA                        	Nsc 215                                           	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	         150	         40	Taxation of Business Entities
2119         	002063   	      37417	Fall 2011  	MGA                        	Nsc 216                                           	LCTR         	15-DEC-2011	15:30        	18:30      	TR15        	          97	         40	Taxation of Business Entities
2119         	002065   	      35594	Fall 2011  	MGA                        	Jacobs 110                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MW9         	          85	         30	Advanced Auditing
2119         	002065   	      37418	Fall 2011  	MGA                        	Jacobs 110                                        	LCTR         	14-DEC-2011	11:45        	14:45      	MW12        	          85	         43	Advanced Auditing
2119         	002070   	      26930	Fall 2011  	MGA                        	Jacobs 214                                        	LCTR         	15-DEC-2011	19:15        	22:15      	T18         	          40	         30	Data Analytics for Accountants
2119         	002070   	      37347	Fall 2011  	MGA                        	Jacobs 214                                        	LCTR         	14-DEC-2011	19:15        	22:15      	W18         	          40	         40	Data Analytics for Accountants
2119         	002073   	      37907	Fall 2011  	MGA                        	Alfier 103                                        	LCTR         	16-DEC-2011	15:30        	18:30      	            	          43	         39	Research in Acct & Audit Stds
2119         	002074   	      31688	Fall 2011  	MGA                        	Alfier 104                                        	LCTR         	15-DEC-2011	11:45        	12:45      	            	          80	         30	Ethics and Governance
2119         	002074   	      37909	Fall 2011  	MGA                        	Alfier 104                                        	LCTR         	15-DEC-2011	23:45        	12:45      	            	          80	         39	Ethics and Governance
2119         	002076   	      31706	Fall 2011  	MGA                        	Jacobs 106                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          55	         39	Global Financial Accounting
2119         	002076   	      32312	Fall 2011  	MGA                        	Jacobs 106                                        	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	          55	          0	Global Financial Accounting
2119         	002077   	      27011	Fall 2011  	MGA                        	Jacobs 106                                        	LCTR         	13-DEC-2011	19:15        	22:15      	T17         	          55	         23	Adv Top in Internal Audit
2119         	002083   	      34529	Fall 2011  	MGA                        	Jacobs 122                                        	LCTR         	19-DEC-2011	19:15        	22:15      	R19         	          54	         17	Tax Plnng Mltijursdctionl Ents
2119         	002127   	      30757	Fall 2011  	CDS                        	Dfn 146                                           	LCTR         	13-DEC-2011	11:45        	14:45      	TR11        	         225	         95	Anat Physiol Sp Mechan
2119         	002130   	      30690	Fall 2011  	CDS                        	Kimbal 125                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MW9         	         120	        115	Lang Develop in Children
2119         	002179   	      26527	Fall 2011  	CSE                        	Clemen 103                                        	LCTR         	13-DEC-2011	19:15        	22:15      	TR17        	          44	         19	Data Integration
2119         	002237   	      37641	Fall 2011  	CDS                        	Dfn 206                                           	LCTR         	14-DEC-2011	08:00        	11:00      	F9          	          37	         18	Medical Audiology
2119         	002313   	      31027	Fall 2011  	COM                        	Talbrt 107                                        	LCTR         	16-DEC-2011	19:15        	22:15      	M19         	         100	         94	Communication Ethics
2119         	002315   	      31801	Fall 2011  	COM                        	Clemen 322                                        	LCTR         	19-DEC-2011	19:15        	22:15      	R19         	          63	         28	Health Communication
2119         	002361   	      30554	Fall 2011  	NMD                        	Parker 117                                        	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          10	         13	Radiation Safety for NMT
2119         	002365   	      29570	Fall 2011  	NMD                        	Parker 117                                        	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          10	         13	In Vivo Studies 1
2119         	002429   	      33403	Fall 2011  	BIO                        	Nsc 225                                           	LCTR         	16-DEC-2011	08:00        	11:00      	MWF10       	         385	        384	Perspectives in Human Biology
2119         	002440   	      24166	Fall 2011  	BIO                        	Knox 20                                           	LCTR         	12-DEC-2011	11:45        	14:45      	MWF11       	         454	        409	Evolutionary Biology
2119         	002440   	      24286	Fall 2011  	BIO                        	Knox 20                                           	LCTR         	16-DEC-2011	15:30        	18:30      	MWF16       	         454	        421	Evolutionary Biology
2119         	002440   	      24635	Fall 2011  	BIO                        	Knox 20                                           	LCTR         	12-DEC-2011	08:00        	11:00      	MW8         	         454	        411	Evolutionary Biology
2119         	002443   	      32802	Fall 2011  	BIO                        	Norton 112                                        	LCTR         	16-DEC-2011	08:00        	11:00      	MWF10       	         340	        245	General Physiology Lec
2119         	002651   	      31697	Fall 2011  	OT                         	Kimbal 111                                        	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	          80	        105	Orientation to OT
2119         	002651   	      31697	Fall 2011  	OT                         	Kimbal 125                                        	LCTR         	15-DEC-2011	08:00        	11:00      	TR9         	         120	        105	Orientation to OT
2119         	002653   	      33331	Fall 2011  	OT                         	Dfn 203                                           	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	         101	         33	Ped Dysfun & Occupation
2119         	002660   	      37420	Fall 2011  	OT                         	Dfn 05                                            	LCTR         	12-DEC-2011	11:45        	14:45      	MF11        	          54	         34	Occup Across Lifespan
2119         	002660   	      37420	Fall 2011  	OT                         	Dfn 06                                            	LCTR         	12-DEC-2011	11:45        	14:45      	MF11        	          54	         34	Occup Across Lifespan
2119         	002820   	      33589	Fall 2011  	BIO                        	Nsc 216                                           	LCTR         	14-DEC-2011	08:00        	11:00      	MWF9        	          97	         40	Biology of the Microbes
2119         	002870   	      23436	Fall 2011  	NUR                        	Dfn 02                                            	LCTR         	12-DEC-2011	08:00        	11:00      	M8          	         110	         87	Health Assessment
2119         	002951   	      36289	Fall 2011  	OT                         	Dfn 05                                            	LCTR         	15-DEC-2011	11:45        	14:45      	            	          54	         33	Theory of Occupat Therapy
2119         	002951   	      36289	Fall 2011  	OT                         	Dfn 06                                            	LCTR         	15-DEC-2011	11:45        	14:45      	            	          54	         33	Theory of Occupat Therapy
2119         	002960   	      24827	Fall 2011  	OT                         	Dfn 05                                            	LCTR         	13-DEC-2011	16:30        	19:30      	            	          54	         45	Physical Disabilities Prac
